settlement_period,n_measurements,measurements_sha256,recomputed_sha256,match
19,948,b90f184b764f35fbf785d55827f0ea3e463579ade7ed97356654744e9df2b6e4,b90f184b764f35fbf785d55827f0ea3e463579ade7ed97356654744e9df2b6e4,True
20,948,dcf35b58d90c8fa177de8b1d31314e63499658d3b63a438db752df5e0812881c,dcf35b58d90c8fa177de8b1d31314e63499658d3b63a438db752df5e0812881c,True
21,948,f97426b26f14d076219a09f37f51e61923f0a8407487c84e85dc845cdd30110a,f97426b26f14d076219a09f37f51e61923f0a8407487c84e85dc845cdd30110a,True
22,948,348bd7197acc52408408dfb0c52119fbc77522b3b46c35ffb9caa1129c77ca04,348bd7197acc52408408dfb0c52119fbc77522b3b46c35ffb9caa1129c77ca04,True
23,948,41e919e056ca0a82ac8e12c076c3a9cbc85bc7d4136bdb953570ae764aaa4d1f,41e919e056ca0a82ac8e12c076c3a9cbc85bc7d4136bdb953570ae764aaa4d1f,True
24,948,d20bf8c09a8004f36d8a5351e1a31f9b76eb08a26175c4f6a9cef0d7ab7ae267,d20bf8c09a8004f36d8a5351e1a31f9b76eb08a26175c4f6a9cef0d7ab7ae267,True
25,948,bbab99d413cf2a203dbd72cb3497c92558444bc234a282c268fe468d3ee0832d,bbab99d413cf2a203dbd72cb3497c92558444bc234a282c268fe468d3ee0832d,True
26,948,3d3bff5f0301be3f42283e16dd143c8c2e36f6d844dbec209f6fbbfa44e3c33b,3d3bff5f0301be3f42283e16dd143c8c2e36f6d844dbec209f6fbbfa44e3c33b,True
27,948,aea45a6795ba47371b9187975190371df87b6404012caff93365f6480cf3a718,aea45a6795ba47371b9187975190371df87b6404012caff93365f6480cf3a718,True
28,948,9a2f1606f5e9ce7271214b2d0e2c7c9fa9c7b2d45942a4f9951dc9246774ac06,9a2f1606f5e9ce7271214b2d0e2c7c9fa9c7b2d45942a4f9951dc9246774ac06,True
29,948,2998f3335957972c6206eebbbd6bdd2ca8b2c4adefbb9a9dad08a7c6608a3470,2998f3335957972c6206eebbbd6bdd2ca8b2c4adefbb9a9dad08a7c6608a3470,True
30,948,d4237e01b626966215330f37bf471752bb0d58dfd26c3a722c5d811ad42af8b6,d4237e01b626966215330f37bf471752bb0d58dfd26c3a722c5d811ad42af8b6,True
31,948,20cfc343e70364ba2d9bf680a97aa4223626881b6106b0e43b27783374254408,20cfc343e70364ba2d9bf680a97aa4223626881b6106b0e43b27783374254408,True
32,948,97a91a0ba63a6909285373646cb25c49ef2d9f41a263c43e6006044308c81a72,97a91a0ba63a6909285373646cb25c49ef2d9f41a263c43e6006044308c81a72,True
33,948,612fcfe04adb007a8c7f93a9fcde84e9927b1b8e6779a811f1f56de66e4a1483,612fcfe04adb007a8c7f93a9fcde84e9927b1b8e6779a811f1f56de66e4a1483,True
34,948,6e2b35fbde4fccc28e10e554ab3adc94d82e1bd8bd4917731c58572ac4e966fc,6e2b35fbde4fccc28e10e554ab3adc94d82e1bd8bd4917731c58572ac4e966fc,True
35,948,6c197a09b8e4a8a1753521c5960bb3a8bf5cf44205eb69c5ef5850f0549ff6d6,6c197a09b8e4a8a1753521c5960bb3a8bf5cf44205eb69c5ef5850f0549ff6d6,True
36,948,35ccb89128ee94a24ff968c9cb7be907799f4a78f1e31b8ed813dd0bfaf9c0df,35ccb89128ee94a24ff968c9cb7be907799f4a78f1e31b8ed813dd0bfaf9c0df,True
37,948,df9bed9651b925dc55210d20e0677ae2773d9cca26c067adef42b5603baf4780,df9bed9651b925dc55210d20e0677ae2773d9cca26c067adef42b5603baf4780,True
38,948,a7fd589cef2158a76355e1dbcfceb4e6c84b053056923e1e79328332e48ee04a,a7fd589cef2158a76355e1dbcfceb4e6c84b053056923e1e79328332e48ee04a,True
39,948,cf67208b4ac6e200161810c908b6e2ec4bcce0197b31327462d49fe15ca3b20f,cf67208b4ac6e200161810c908b6e2ec4bcce0197b31327462d49fe15ca3b20f,True
40,948,513f5b0368f5dde0b6ef977bf6267a6bd27b7101baca1cd7b76c227d41b5b447,513f5b0368f5dde0b6ef977bf6267a6bd27b7101baca1cd7b76c227d41b5b447,True
41,948,b409cce7acace9ee85f22f333bf081bfd16a1a303d80420376228d0606c922e8,b409cce7acace9ee85f22f333bf081bfd16a1a303d80420376228d0606c922e8,True
42,948,4b2d3c9f43e0c5ae734b208bd347368f09e0e4f59c361b1498480b11f5401553,4b2d3c9f43e0c5ae734b208bd347368f09e0e4f59c361b1498480b11f5401553,True
43,948,d68a9faef9e28a805bb36006affc1d0cca093111b6ad46475418e7e9db4f9d13,d68a9faef9e28a805bb36006affc1d0cca093111b6ad46475418e7e9db4f9d13,True
44,948,d52be7d717453e90d632e99d4e8af61ae43b3339206f151f45bd7075e245575e,d52be7d717453e90d632e99d4e8af61ae43b3339206f151f45bd7075e245575e,True
45,948,53f3934ba4a449f8748f4bdb2f0fb5dc7241ec32fdf7c103263fc43cdcecaa3c,53f3934ba4a449f8748f4bdb2f0fb5dc7241ec32fdf7c103263fc43cdcecaa3c,True
46,948,f9d9b6d60039f32b98eaf32721e29c2375c0d8d88e83a102e3de22b9f72a6a3c,f9d9b6d60039f32b98eaf32721e29c2375c0d8d88e83a102e3de22b9f72a6a3c,True
47,948,9ada59ed84284b248642184f4c906f4cd43bd778762ea9aa7705bd9c3c66634c,9ada59ed84284b248642184f4c906f4cd43bd778762ea9aa7705bd9c3c66634c,True
48,948,c7d130c72cc660fd4ac47b8ef655965ce6db71858411402942c103af6922823d,c7d130c72cc660fd4ac47b8ef655965ce6db71858411402942c103af6922823d,True
