settlement_period,name,p_from_mw,q_from_mvar,p_to_mw
3,spine:ABHA1-ALVE1,-157.66965749789946,-35.16805200028564,157.77037985020732
3,spine:ABHA1-EXET1,13.695944712491212,85.8582439741914,-13.66618047271797
3,spine:ABHA1-LAND1,22.1209653242595,-71.37644115239283,-22.114192183651987
3,spine:ABNE_P-BUMU_P,46.40184971644029,-94.70257214662384,-46.3825634066799
3,spine:ABNE_P-CHAR_P,-147.82393419683538,-27.97704074402066,147.89029522219798
3,spine:ABNE_P-COUA_P,-40.697450503823056,-61.21380003397974,40.711501610290334
3,spine:ABNE_P-CUPA,1.5119597853099964,54.42315383233187,-1.5039449196215804
3,spine:ABNE_P-GLRO,125.3433775409206,122.74114080856586,-125.27304133240543
3,spine:ABTH_1-ALVE1,-151.64498375228075,-122.8864213717863,151.7694480188126
3,spine:ABTH_1-BRWA1,77.16079488488243,50.209200353702556,-77.13032049839532
3,spine:ABTH_1-CARE_1,82.65252382196017,64.6923751626696,-82.63558150502645
3,spine:ABTH_1-PYLE_1,-223.55664960603096,-52.88667773354312,223.6384420930734
3,spine:ABTH_1-TAUN1,52.99977166986518,8.490074108658614,-52.9887548504394
3,spine:ABTH_1-UPPB_1,39.94742249764406,24.737123859274902,-39.94338576572741
3,spine:ACTL_2-MILH_1,-114.88147780089378,-15.306671376239194,114.90451665160116
3,spine:ACTL_2-WATFS_1,-265.52645353210596,-78.3687132099944,265.73552353372077
3,spine:ACTL_2-WISD_1,199.2069271218232,51.48130434467756,-199.2058481362413
3,spine:ALNE_P-BEAU_P,105.35027744433776,69.87360207786362,-105.28127886369603
3,spine:ALNE_P-BROR_P,-54.78802430640643,-46.34753830425079,54.810821349932326
3,spine:ALNE_P-GRUB_P,63.084384316433905,-3.1026651459459402,-63.065670860677145
3,spine:ALNE_P-INNE_P,9.434441512363865,30.73180928587786,-9.427906196904317
3,spine:ALNE_P-NAIR_P,-91.00945358970503,5.074342106714486,91.04298287019708
3,spine:ALNE_P-SHIN_P,-24.449106281539578,-57.6529795334308,24.4599610264995
3,spine:ALST_3-IMPK_1,-79.62566192445392,-170.70389070461536,79.63351221705999
3,spine:ALST_3-SEAB1,51.88164737067875,167.29340559678286,-51.83515852456906
3,spine:ALVE1-EXET1,189.02312643766172,40.71809145591233,-188.87704279974014
3,spine:ALVE1-LAND1,178.57261218321938,-67.02751332779917,-178.44599385096885
3,spine:ALVE1-PEMB_1,-839.0873442334203,-20.01832254677319,843.2341757732745
3,spine:ALVE1-PYLE_1,64.98513297190178,32.24422794620725,-64.94736273504277
3,spine:AMEM_1-BRLE_1,-58.5729358915939,-120.57998070824958,58.61055649123115
