settlement_period,name,p_from_mw,q_from_mvar,p_to_mw
3,spine:ABHA1-ALVE1,-207.75249666987418,-30.69884107629985,207.9280043022293
3,spine:ABHA1-EXET1,75.28983922045953,75.17454384500294,-75.25194515422585
3,spine:ABHA1-LAND1,-0.1896238728535367,-66.82890805840923,0.19435055356637015
3,spine:ABNE_P-BUMU_P,36.27947819364082,-74.046962237851,-36.266851337308466
3,spine:ABNE_P-CHAR_P,-122.19752749112745,-11.278237979033426,122.2458611468493
3,spine:ABNE_P-COUA_P,-36.46859019336839,-44.504914266212865,36.47781041818743
3,spine:ABNE_P-CUPA,2.3280397942570668,39.59138878065872,-2.3232060881656773
3,spine:ABNE_P-GLRO,103.65201497177794,82.83653150695804,-103.60816554581378
3,spine:ABTH_1-ALVE1,-201.36918833273302,-108.89780258186875,201.5573864560086
3,spine:ABTH_1-BRWA1,202.76240432913139,38.87986651408915,-202.6428422998482
3,spine:ABTH_1-CARE_1,54.27559463718207,51.816698396933646,-54.26621403259125
3,spine:ABTH_1-PYLE_1,-350.6412037797921,-34.5303631823331,350.8376899397122
3,spine:ABTH_1-TAUN1,143.89282270646422,4.2863037358728,-143.8327871136592
3,spine:ABTH_1-UPPB_1,22.74304765021755,19.83174226829143,-22.740931398402022
3,spine:ACTL_2-MILH_1,-106.58934377919765,-16.989712178868167,106.60934926442982
3,spine:ACTL_2-WATFS_1,-379.38534650303336,-70.23218968936764,379.7942730242341
3,spine:ACTL_2-WISD_1,282.2132315959623,40.226048125114346,-282.21115495277274
3,spine:ALNE_P-BEAU_P,87.1735908267125,67.62669402824409,-87.11518018067777
3,spine:ALNE_P-BROR_P,-43.83023303216594,-41.68323101203416,43.847264385813894
3,spine:ALNE_P-GRUB_P,41.75555940477474,-4.064862184748868,-41.74651118980963
3,spine:ALNE_P-INNE_P,9.55974029184585,26.55476224207593,-9.554149605824822
3,spine:ALNE_P-NAIR_P,-72.37262243211464,1.8724454849562893,72.3957847409484
3,spine:ALNE_P-SHIN_P,-22.42897650110025,-51.92686264454398,22.43867553860584
3,spine:ALST_3-IMPK_1,249.49676799853324,-150.625500860982,-249.477726138305
3,spine:ALST_3-SEAB1,415.58589769955336,147.0923967502896,-415.3218238357171
3,spine:ALVE1-EXET1,288.99652297972887,29.834403200609817,-288.6855247630279
3,spine:ALVE1-LAND1,218.33034087991527,-68.06705135023851,-218.1420869838375
3,spine:ALVE1-PEMB_1,-1087.8489542284976,14.523628984364716,1094.8543240001288
3,spine:ALVE1-PYLE_1,65.52990973368594,25.632831313008403,-65.49545958048893
3,spine:AMEM_1-BRLE_1,-235.15370916444263,-105.34284826664475,235.34039744869042
3,spine:AMEM_1-COWL_1,-285.11433385804963,-103.72708517873545,285.3268360131468
3,spine:AMEM_1-ECLA_1,-353.1082267144594,-25.480121235406582,353.38138088958607
3,spine:AMEM_1-IVER_1,669.6398343628332,135.35669310609885,-669.1142160131506
3,spine:AMEM_1-SUND_1,-137.89679710574453,20.32827603382451,137.93918038221364
3,spine:AMEM_1-WATFS_1,281.60318692227196,63.583538628396475,-281.3460253840957
3,spine:ARBR_P-BRID_P,-214.6548780014257,2.3146350690097517,214.77873813788202
3,spine:ARBR_P-LUNA_P,-36.94580234173222,-5.726706215905599,36.94953794900356
3,spine:ARBR_P-MILC_P,241.45568979278633,-3.350103948534655,-241.2679329280926
3,spine:ARDK_P-CLAC_P,77.75759535172692,56.8221715647644,-77.75431617631506
3,spine:ARDK_P-PORA_P,82.79870480354418,1.8251740130822702,-82.75887350969418
3,spine:ARDK_P-TAYN_P,-159.66874217806182,-58.944664629946075,159.76355298469215
3,spine:ARMO_P-DUGR_P,0.14947442144065323,-0.35994129371505856,-0.14943490751993665
3,spine:AXMI1-CHIC_1,191.50568568882514,286.63334162847815,-191.21328714276856
3,spine:AXMI1-EXET1,-163.4457522738881,-181.7521697061586,163.55833555706081
3,spine:AXMI1-TAUN1,-77.53521782767336,-114.36938056548362,77.56453015472077
3,spine:AYRR-COYL,-11.997503786849899,58.83430581895514,12.003529392664568
3,spine:AYRR-KILS,-77.94412562414307,-8.54790828147684,77.95921675585828
3,spine:AYRR-KILT,-95.59850543949587,-27.85190625605277,95.62305998470086
3,spine:AYRR-MAYB,274.94253486598336,44.136824454208764,-274.76989279159733
3,spine:AYRR-SACO,-104.83011944942346,-67.42441337876744,104.8853919893212
3,spine:BAGA-DRCR,-183.00474165423313,-1.634289145391088,183.03225956328814
3,spine:BAGA-GRMO,-123.10235014084083,-55.225016277040176,123.13414006975492
3,spine:BAGA-NEAR,287.9984474677704,53.760054121906144,-287.7487913292732
3,spine:BAIN-BONN,84.27139349179615,-64.76401236989477,-84.26157849810998
3,spine:BAIN-DEVO,-113.3092092772277,-46.245306983672116,113.33957271205432
3,spine:BAIN-GRMO,18.08715212300091,109.1172766006554,-18.07815301840993
3,spine:BARKC1-HURS_1,-45.19940020572907,-26.856914747767835,45.20414376993031
3,spine:BARKC1-LITT_C,-281.5228610251142,-49.69223145276613,281.6841519364949
3,spine:BARKC1-REBR_3,191.1194924281543,37.93975343123716,-191.05955490728087
3,spine:BARKC1-WARL_1,-240.8322780256357,-39.44924682692633,240.9744358728416
3,spine:BARKC1-WHAM_1,333.88730531505274,66.2899359158792,-333.73018626144255
3,spine:BEAU_P-FASN_P,13.9368710388142,-90.0129523196291,-13.91206512967309
3,spine:BEAU_P-GRUB_P,-43.049536240502874,-84.73569230733273,43.07981233477571
3,spine:BEAU_P-INNE_P,-152.35783686465305,-86.9530984459309,152.42481755573732
3,spine:BEDDT1-BEDD_1,46.19590891695156,3.146161261633494,-46.19274501493848
3,spine:BEDDT1-HURS_1,-224.2206840350799,-53.1516637518333,224.3561867082629
3,spine:BEDDT1-NEWX_6,104.42060999766551,33.38648436424685,-104.40844182392172
3,spine:BEDDT1-WIMBN1,21.78558790119516,3.6551493863643216,-21.7847552563446
3,spine:BEDD_1-CHSI_1,-157.4111986364831,-18.59167692702059,157.47290486746047
3,spine:BEDD_1-WIMBN1,-24.079730976667786,-0.3230769197916676,24.080507191804234
3,spine:BERW-BLYTB1,-19.9382542660883,29.19658639385274,19.976276993266804
3,spine:BERW-DUNB,-94.86714464521013,-40.66670702744448,94.92600088622135
3,spine:BERW-ECCL,103.86669989401365,8.141971156232156,-103.83278402157248
3,spine:BESW_1-COVE_1,-304.9557101850715,96.35392545032117,305.0422637755649
3,spine:BESW_1-ECLA_1,250.7905709627275,-32.19865942453152,-250.5051403463198
3,spine:BESW_1-FECK_6,124.631895305906,-161.12302722641547,-124.56440944936989
3,spine:BESW_1-HAMHC1,-227.95324122501773,62.8133048626275,228.0165355586124
3,spine:BICF_1-GREN_1,584.3050204923336,-67.64832804042143,-582.4542253369774
3,spine:BICF_1-GRIW_1,-1622.4164828185362,67.10344059956932,1634.4878883511776
3,spine:BICF_1-STAY_1,-1077.395965333851,40.48695309127892,1080.8814493573414
3,spine:BICF_1-WALP_1,1009.563245058697,-71.84948535065729,-1007.1850119972792
3,spine:BIRK_1-CAPEA1,-58.21568994646659,-7.819009122571588,58.21855560793553
3,spine:BIRK_1-CONQA1,158.6410906718096,-19.68258039727966,-158.6161368809427
3,spine:BIRK_1-LISD_1,-196.63523011969923,11.546420523156293,196.66254948578342
3,spine:BISW_1-FECK_6,74.28174443748058,8.847323814364296,-74.27441279711032
3,spine:BISW_1-KITW_1,5.763862255258269,50.384569447284576,-5.752886977032499
3,spine:BISW_1-PENN_1,-166.95068594902196,71.09896745608799,167.11050431228
