settlement_period,name,p_from_mw,q_from_mvar,p_to_mw
3,spine:ABHA1-ALVE1,-208.25044637984357,-28.46898340921481,208.4274365480404
3,spine:ABHA1-EXET1,58.929830446119645,68.94965298833854,-58.90024320451164
3,spine:ABHA1-LAND1,8.519227713436976,-64.14191088599559,-8.51485156526879
3,spine:ABNE_P-BUMU_P,31.991386679262458,-80.72722836424923,-31.977979313375226
3,spine:ABNE_P-CHAR_P,-146.32615742118907,-12.699157927723848,146.39267932531848
3,spine:ABNE_P-COUA_P,-47.04541506460818,-48.04558401387962,47.0579156043251
3,spine:ABNE_P-CUPA,8.599720956710021,43.226050099750815,-8.59408764190976
3,spine:ABNE_P-GLRO,134.93299451494457,90.46802280278999,-134.87057708787654
3,spine:ABTH_1-ALVE1,-175.50036858580924,-114.66837805714593,175.65243647129125
3,spine:ABTH_1-BRWA1,193.52198569303366,36.634668159120984,-193.41252348730617
3,spine:ABTH_1-CARE_1,9.980260117996806,63.633667063376386,-9.972449379160707
3,spine:ABTH_1-PYLE_1,-297.59458393544435,-35.95091247660617,297.73687240649764
3,spine:ABTH_1-TAUN1,149.8535685375717,-7.535490008544487,-149.79002981825042
3,spine:ABTH_1-UPPB_1,-27.78619950476024,30.870784494954957,27.78980116102307
3,spine:ACTL_2-MILH_1,-182.09923999341447,-4.490944127077517,182.1569615065214
3,spine:ACTL_2-WATFS_1,-530.2717177377991,-53.77790684262561,531.0590437793829
3,spine:ACTL_2-WISD_1,502.9819465362743,9.073554185794915,-502.97543617740354
3,spine:ALNE_P-BEAU_P,109.12640996839995,69.99775966023174,-109.05071191220033
3,spine:ALNE_P-BROR_P,-55.46423070842535,-42.98533070597686,55.48767280250275
3,spine:ALNE_P-GRUB_P,60.01539072298962,-4.544896882502755,-59.99768927525688
3,spine:ALNE_P-INNE_P,15.721552116419668,27.467779377598,-15.715195427564876
3,spine:ALNE_P-NAIR_P,-88.18426740867244,1.9708040122081771,88.21704294806165
3,spine:ALNE_P-SHIN_P,-26.23251980402874,-53.61400123701464,26.242990346366526
3,spine:ALST_3-IMPK_1,164.0835807992724,-163.80690874860147,-164.07154321769863
3,spine:ALST_3-SEAB1,537.2070741176202,160.12837290088225,-536.7810399246108
3,spine:ALVE1-EXET1,278.22537412263574,23.03804205128333,-277.9381479716882
3,spine:ALVE1-LAND1,223.8818701259567,-68.59142941621023,-223.6833668624768
3,spine:ALVE1-PEMB_1,-1058.8561677664875,12.86331745817636,1065.5132219811078
3,spine:ALVE1-PYLE_1,60.172247502842346,30.97094359837196,-60.137601026443775
3,spine:AMEM_1-BRLE_1,280.69430562460707,-170.16276457438684,-280.3904677529374
3,spine:AMEM_1-COWL_1,-157.02725099276645,-130.8703470309341,157.1166681379731
3,spine:AMEM_1-ECLA_1,-701.6846111327984,7.082643281930398,702.770868734869
3,spine:AMEM_1-IVER_1,794.2869412396307,134.61951358379463,-793.5527683489438
3,spine:AMEM_1-SUND_1,-536.3643446764253,71.11353178878281,536.9806970645559
3,spine:AMEM_1-WATFS_1,260.39181674928165,73.02396486385493,-260.1642872256677
3,spine:ARBR_P-BRID_P,-236.2991016360163,-0.3357782136659715,236.44294165688802
3,spine:ARBR_P-LUNA_P,-55.347525944173334,-5.801150029121718,55.35556589061843
3,spine:ARBR_P-MILC_P,280.6319207591977,-0.9464404667594017,-280.38861456842767
3,spine:ARDK_P-CLAC_P,93.74926426898993,59.16849025565758,-93.74510648671871
3,spine:ARDK_P-PORA_P,66.06259058077613,1.4270752909053526,-66.03792673644378
3,spine:ARDK_P-TAYN_P,-158.63950921780895,-61.469182892913544,158.7300848425763
