settlement_period,n_measurements,measurements_sha256,recomputed_sha256,match
34,948,8e7273dca032fabe5dab8d5037530cc9f54fd413c62b76a424cc7f22c4a6ace1,8e7273dca032fabe5dab8d5037530cc9f54fd413c62b76a424cc7f22c4a6ace1,True
35,948,80f1c5215c40390fc1bf574b036ba6b09d5ee12452e1e4dcb9e3b9cafd3aa007,80f1c5215c40390fc1bf574b036ba6b09d5ee12452e1e4dcb9e3b9cafd3aa007,True
36,948,741ace14fd8cf2a2cc0d74de5e73bab24a8c6f22487e360f1c1cdef348d0d452,741ace14fd8cf2a2cc0d74de5e73bab24a8c6f22487e360f1c1cdef348d0d452,True
37,948,9dfc4e1a0d13fc2dd6b73264901c41d1eee2b2c70cdca1d9514fc0d22c320e65,9dfc4e1a0d13fc2dd6b73264901c41d1eee2b2c70cdca1d9514fc0d22c320e65,True
38,948,a1f140dcbccb229a0b63db51192b75a7a2d5909e6f84d268e1c51cd6dafd64dc,a1f140dcbccb229a0b63db51192b75a7a2d5909e6f84d268e1c51cd6dafd64dc,True
39,948,828b6f9c1a32d000f02a18cd72e460a761f58ff3ace7b55dc0c22c1e7348f4c5,828b6f9c1a32d000f02a18cd72e460a761f58ff3ace7b55dc0c22c1e7348f4c5,True
40,948,b8b3c32a409abcde84adca1eded4e2cc2080f9bbca059742ffa5defe71ec4306,b8b3c32a409abcde84adca1eded4e2cc2080f9bbca059742ffa5defe71ec4306,True
41,948,a4e0ef42dd946d31d6864261118f7f2a94b0368b4ffba4e48ca64f7373b984c9,a4e0ef42dd946d31d6864261118f7f2a94b0368b4ffba4e48ca64f7373b984c9,True
42,948,3342f96957d40f948cc30086a879bbff598e369c8ea661577c7e0b9bc2f31a27,3342f96957d40f948cc30086a879bbff598e369c8ea661577c7e0b9bc2f31a27,True
43,948,b18ed196f1d30d662084117010629578afb1911439ad2fffc814e073e8489073,b18ed196f1d30d662084117010629578afb1911439ad2fffc814e073e8489073,True
44,948,696c802940472a8f0b74f267028ac06a60317510c8998940356058b8375114a8,696c802940472a8f0b74f267028ac06a60317510c8998940356058b8375114a8,True
45,948,3fd5abdaa02306069ab9fafe2a021886d84d7e161d35cdfd5e7c40216b294f5e,3fd5abdaa02306069ab9fafe2a021886d84d7e161d35cdfd5e7c40216b294f5e,True
46,948,ae01535af1ae777f72fa3960a4ef3a06f79fef77f5e4e476bcc9f9ad907d474d,ae01535af1ae777f72fa3960a4ef3a06f79fef77f5e4e476bcc9f9ad907d474d,True
47,948,5c3a4cfe3c7e9fed84cffc078e5a3aba51ffd8a62b12ecf79d062d5dd9af6fa3,5c3a4cfe3c7e9fed84cffc078e5a3aba51ffd8a62b12ecf79d062d5dd9af6fa3,True
48,948,fa9823735657783532423670b10c93031f89b59ea8325f011397a6152e301262,fa9823735657783532423670b10c93031f89b59ea8325f011397a6152e301262,True
