settlement_period,n_measurements,measurements_sha256,recomputed_sha256,match
14,948,a602b55b7111d06287b24328e0d834d2adede2ca32b3a79ac45deceb1c0f22e3,a602b55b7111d06287b24328e0d834d2adede2ca32b3a79ac45deceb1c0f22e3,True
15,948,1c1903cdb8ed6008bd4fba4754c9df814e3f2976002f071177c3f7b94e25e30f,1c1903cdb8ed6008bd4fba4754c9df814e3f2976002f071177c3f7b94e25e30f,True
16,948,3a2dd4d4310eccd7eb93ac473c9da129ad56ab50795586f1ce430ed5d1a93247,3a2dd4d4310eccd7eb93ac473c9da129ad56ab50795586f1ce430ed5d1a93247,True
17,948,c28643786b46c6cea27534cd1d8125e32f5a02157e6a0c256d8ca5d59f03b572,c28643786b46c6cea27534cd1d8125e32f5a02157e6a0c256d8ca5d59f03b572,True
18,948,f119de6882054065b80f3950a2d847b0f921108b755d66f0c2f80d670ea62d9e,f119de6882054065b80f3950a2d847b0f921108b755d66f0c2f80d670ea62d9e,True
19,948,4340f900b307607419f75b244eb6b5a22fd05b85ad3ccb6e27d7e29ee7498281,4340f900b307607419f75b244eb6b5a22fd05b85ad3ccb6e27d7e29ee7498281,True
20,948,804a02be91ce58ea373ccb09745f302ea39d7b8706f9fd5f234076be7bd71229,804a02be91ce58ea373ccb09745f302ea39d7b8706f9fd5f234076be7bd71229,True
21,948,d99405e9e516fdae84670a5913072a94217d64fd5cacf3acd21f1a61549dcb1d,d99405e9e516fdae84670a5913072a94217d64fd5cacf3acd21f1a61549dcb1d,True
22,948,212d1b69a485d68224f7e6d6962a8c54907d00ca78e8d5ebf9e2635575ee2afb,212d1b69a485d68224f7e6d6962a8c54907d00ca78e8d5ebf9e2635575ee2afb,True
23,948,8535bd0d8c570c84d7b28870ddcd51c0325b223f5f65e3a7629fda4a8810a2a0,8535bd0d8c570c84d7b28870ddcd51c0325b223f5f65e3a7629fda4a8810a2a0,True
24,948,c0c571c52adaf5998b3c0a992837298551f78549b00d210ba5a208cd13232cab,c0c571c52adaf5998b3c0a992837298551f78549b00d210ba5a208cd13232cab,True
25,948,8d22088eedf9ba1c60681d554500a25bef01203f7f58355b3c5d0d623368221f,8d22088eedf9ba1c60681d554500a25bef01203f7f58355b3c5d0d623368221f,True
26,948,a6316d8d3cb7772c0cae1316b44a4f9fe9f9b5170a658969bca09039fd9d517b,a6316d8d3cb7772c0cae1316b44a4f9fe9f9b5170a658969bca09039fd9d517b,True
27,948,94c8b387d12c2404da0ebdb8fac52afb737872deffd24e39be3d4859f6090527,94c8b387d12c2404da0ebdb8fac52afb737872deffd24e39be3d4859f6090527,True
28,948,e181bc6f40090374c1b90ebdb4eadccbb1491093e04c58e1b426f92618889a8f,e181bc6f40090374c1b90ebdb4eadccbb1491093e04c58e1b426f92618889a8f,True
29,948,8d4431b7987a0df0db8faef04c46cf051edfcac43a9c153880f33b9fa436b46b,8d4431b7987a0df0db8faef04c46cf051edfcac43a9c153880f33b9fa436b46b,True
30,948,ffabeb690d3c6b17e8e0d4321254667ec4f95de647f004a5226e93a921a07a3e,ffabeb690d3c6b17e8e0d4321254667ec4f95de647f004a5226e93a921a07a3e,True
31,948,d3b6797dd1fb6c425d0f826830edb800ffe7ada3c2d1722c4fa92902c5deee5c,d3b6797dd1fb6c425d0f826830edb800ffe7ada3c2d1722c4fa92902c5deee5c,True
32,948,19db6dc4ab293ea2b7f33a62a1f44008195d79c743acc0c35010f611c748f17a,19db6dc4ab293ea2b7f33a62a1f44008195d79c743acc0c35010f611c748f17a,True
33,948,71a90beefdd74dcc87bcf6e05459637f867a41d1fddba2f9a5cfefdee25ac691,71a90beefdd74dcc87bcf6e05459637f867a41d1fddba2f9a5cfefdee25ac691,True
34,948,d8ee84e34d33e6e62df3c6141c85632dfba9da0c16351af9f72619216e61380f,d8ee84e34d33e6e62df3c6141c85632dfba9da0c16351af9f72619216e61380f,True
35,948,550a44956b783f3c95d1f89e7878950fcafdaf62c538d9ec8034bc14f19760f2,550a44956b783f3c95d1f89e7878950fcafdaf62c538d9ec8034bc14f19760f2,True
36,948,77ce78f3250a8738c7042a5010ccc0ab11f2354c2c4721470331f9d2570f8d42,77ce78f3250a8738c7042a5010ccc0ab11f2354c2c4721470331f9d2570f8d42,True
37,948,37204f19794b0063511127cc725cd62ed8b3a48d4bb284df533b31ff2393d581,37204f19794b0063511127cc725cd62ed8b3a48d4bb284df533b31ff2393d581,True
38,948,9c1d18c702260709ac9dacdd8b95c4f7a6c08dc2e7feb0ca5c81105daf883afe,9c1d18c702260709ac9dacdd8b95c4f7a6c08dc2e7feb0ca5c81105daf883afe,True
39,948,b521747296c86249c0b3d52cdd1145fb3d0612aa5dbdae54d00259635458e59c,b521747296c86249c0b3d52cdd1145fb3d0612aa5dbdae54d00259635458e59c,True
40,948,d5e39f808e028dfd2e1d6e2e91459a31af78ab5692deb7aa6cc5dd8d8b083ce3,d5e39f808e028dfd2e1d6e2e91459a31af78ab5692deb7aa6cc5dd8d8b083ce3,True
41,948,0b9f5f08caa4039a703c6b004002600bcb84413d86440740d4ac81b7f283336a,0b9f5f08caa4039a703c6b004002600bcb84413d86440740d4ac81b7f283336a,True
42,948,b88c0021047a1058854f283d0dbfb47367ed4e0d9440b95037de8ab7415978db,b88c0021047a1058854f283d0dbfb47367ed4e0d9440b95037de8ab7415978db,True
43,948,b10fc452312f031c0c6b6d54bdcdcb5b1275fc6ed1be88cefa043cf7aaea04dd,b10fc452312f031c0c6b6d54bdcdcb5b1275fc6ed1be88cefa043cf7aaea04dd,True
44,948,b52e87a924709e2949d1d00699f552253deed21dbb7dd06934a714f01655d1a1,b52e87a924709e2949d1d00699f552253deed21dbb7dd06934a714f01655d1a1,True
45,948,81d444d1a202a14c2f27864e98f7b810f3d8ce42d99816e27a6849cfd6cd7f9b,81d444d1a202a14c2f27864e98f7b810f3d8ce42d99816e27a6849cfd6cd7f9b,True
46,948,2d061e15e5fa433b9100cfb85a862e63f39d7ed667fab0ef496435ce3a76217e,2d061e15e5fa433b9100cfb85a862e63f39d7ed667fab0ef496435ce3a76217e,True
47,948,459bb36432be84bb23509ae1568a486b96ad9d771700103ebca45995b2169a97,459bb36432be84bb23509ae1568a486b96ad9d771700103ebca45995b2169a97,True
48,948,5a9b090faae2ac54ec1e42246544204c5ca7e633bf38821906dbccb436fcc7a9,5a9b090faae2ac54ec1e42246544204c5ca7e633bf38821906dbccb436fcc7a9,True
