settlement_period,datetime_utc,converged,status,objective_j,dof,chi_threshold,chi_passed,reduced_chi2,measurements_n,removed_n,removed_json,iterations,max_state_update,error
39,2026-06-24T18:00:00Z,True,Converged,130.71208779757134,317,359.5207249007415,True,0.4123409709702566,948,0,[],5,1.3794700111927955e-09,
40,2026-06-24T18:30:00Z,True,Converged,131.52640017516936,317,359.5207249007415,True,0.41490977973239546,948,0,[],5,1.1822042779798551e-09,
41,2026-06-24T19:00:00Z,True,Converged,135.78190934856084,317,359.5207249007415,True,0.42833409889135915,948,0,[],5,1.1983502748271778e-09,
42,2026-06-24T19:30:00Z,True,Converged,130.79332168033466,317,359.5207249007415,True,0.41259722927550363,948,0,[],5,1.2062804860433081e-09,
43,2026-06-24T20:00:00Z,True,Converged,137.5995381911742,317,359.5207249007415,True,0.43406794382073877,948,0,[],5,1.066242123214773e-09,
44,2026-06-24T20:30:00Z,True,Converged,132.31166464655712,317,359.5207249007415,True,0.4173869547210004,948,0,[],5,1.4848449077474062e-09,
45,2026-06-24T21:00:00Z,True,Converged,145.8472956515399,317,359.5207249007415,True,0.46008610615627726,948,0,[],5,2.47595853335654e-09,
46,2026-06-24T21:30:00Z,True,Converged,153.6064032864956,317,359.5207249007415,True,0.4845627863927306,948,0,[],5,2.521818171399321e-09,
47,2026-06-24T22:00:00Z,True,Converged,155.43666908692973,317,359.5207249007415,True,0.4903364955423651,948,0,[],5,1.8881687597559502e-09,
48,2026-06-24T22:30:00Z,True,Converged,153.7843036851461,317,359.5207249007415,True,0.48512398638847354,948,0,[],5,1.975679603950838e-09,
