settlement_period,name,p_from_mw,q_from_mvar,p_to_mw
3,spine:BESW_1-COVE_1,-353.6886648147007,112.25503650650293,353.8053103245663
3,spine:BESW_1-ECLA_1,280.7925959163677,-40.35043747612433,-280.43393543136705
3,spine:BESW_1-FECK_6,175.98311681237988,-182.0094559602254,-175.87490543005765
3,spine:BESW_1-HAMHC1,-262.5601000355507,74.65968338417161,262.6444813508127
3,spine:BICF_1-GREN_1,736.7648615751596,-56.21336860873467,-733.8232375919167
3,spine:BICF_1-GRIW_1,-2008.6224314982421,61.06012134580043,2027.1073818085388
3,spine:BICF_1-STAY_1,-997.227563609702,25.186597427167644,1000.2126594260333
3,spine:BICF_1-WALP_1,1157.6012972439494,-62.94805943362969,-1154.4758041291316
3,spine:BIRK_1-CAPEA1,-57.68840233771479,-7.915249523891994,57.69120141723627
3,spine:BIRK_1-CONQA1,229.4694482729196,-3.3377552372050894,-229.4177479267348
3,spine:BIRK_1-LISD_1,-253.26352755747462,-7.046422596882798,253.30825084110376
3,spine:BISW_1-FECK_6,76.1471541607945,10.096753017072885,-76.13939537584251
3,spine:BISW_1-KITW_1,-14.304827514970892,57.52046164272859,14.31939018934657
3,spine:BISW_1-PENN_1,-190.8755163833223,79.59200512807377,191.0826114254303
3,spine:BISW_1-WALH_1,-35.20758906591339,-162.3656247813054,35.268410761516
3,spine:BLYTB1-ECCL,-60.600015597379766,-107.42999522174972,60.72651298197928
3,spine:BLYTB1-TYNE_1,402.2409683997204,136.62706398859373,-401.8774100578423
3,spine:BOAG_P-INNE_P,2.9053523177476865,-20.673945092590117,-2.904998647442035
3,spine:BOAG_P-NAIR_P,-29.16880618392737,-54.952408137847655,29.181734417279326
3,spine:BOAG_P-TARL_P,-116.54175175611212,12.155116843217712,116.65398695712565
3,spine:BOAG_P-TUMB_P,143.02594182639803,61.82463864980868,-142.79564596093545
3,spine:BOLN_1-CHSI_1,221.54185173643845,31.220767045483704,-221.17332094592487
3,spine:BOLN_1-FLEE_1,-197.5988360243236,-91.661290570539,197.75130299101855
3,spine:BOLN_1-LOVE_1,-366.53065735301976,-65.16649779494166,367.0308897538952
3,spine:BOLN_1-NINF_1,-77.18549288150784,-104.2676842108087,77.22364492367842
3,spine:BONN-CUMB,407.55368657637865,239.10761414319416,-407.26382109629856
3,spine:BONN-STIR,-113.20345240898477,-62.91931065260523,113.23215438599607
3,spine:BOTW_1-FAWL_1,-692.1429129693585,-96.55672657762813,692.4473493941796
3,spine:BOTW_1-LOVE_1,923.8501900694748,225.6289742977739,-923.0365621604449
3,spine:BOTW_1-NURS_1,-299.5169241834117,-143.3607313486962,299.6477918623665
3,spine:BRAC_P-BUMU_P,-99.39862366889407,-42.42950489659418,99.4403044805336
3,spine:BRAC_P-DEVO,90.88809507152915,108.70901085223052,-90.83937334412119
3,spine:BRAC_P-SFIL_P,-94.10404173010394,-150.1883160301301,94.18477806816117
3,spine:BRAC_P-STIR,100.20302498971006,81.79760845151094,-100.15963969865464
3,spine:BRAI_1-BRFO_1,-241.457244492643,-8.408225848963093,241.61039012946742
3,spine:BRAI_1-BURM_1,-289.23028395242824,-25.19306997802889,289.49979655144557
3,spine:BRAI_1-PELH_1,83.80058163809929,11.394831256181439,-83.78405360800298
3,spine:BRAI_1-RAYL_1,401.61737837618216,8.970527877263043,-401.3006010948283
3,spine:BRAP-DRUM,3.9209654101254716,18.573483159687754,-3.9207161085480777
3,spine:BRAP-ERSK,-25.309676564553452,-81.00315871853225,25.315094151754046
3,spine:BRAP-KILB,-7.6361891893215486,-31.784213853228394,7.636822670052751
3,spine:BRAP-PAIS,11.371379802382767,1.2487163445811464,-11.371284417922285
3,spine:BRAP-PART,2.703612989133555,90.98515712417995,-2.698642733255613
3,spine:BRAW_1-ELLA_1,141.5927029493821,80.11641174462797,-141.53143985009973
3,spine:BRAW_1-KIRKB1,-251.8024705384124,-111.14196008075066,252.02683814911023
3,spine:BRAW_1-PADIB1,-20.1530477420008,-56.12004867680792,20.167050111818927
3,spine:BRED_1-MACC_3,548.9214144806398,44.00723015054189,-548.0717492051971
3,spine:BRED_1-SMAN_1,-295.7455614646934,-67.01971399631195,295.90021962668413
3,spine:BRED_1-STAL_1,-163.08506473543108,3.9838208101712262,163.13349617426005
3,spine:BRED_1-WHGA_1,-212.5692572681539,-24.453455947184004,212.67120192926674
3,spine:BRFO_1-BURM_1,-82.20730940304074,-39.35239192305037,82.2321867034397
3,spine:BRFO_1-NORM_1,-249.76732867270533,-37.15752828953034,250.00111412126157
3,spine:BRID_P-FIDD_P,-223.69226236538947,-104.36284579417013,223.91170167827613
3,spine:BRID_P-LUNA_P,84.44264603794855,48.26874704601218,-84.41494830944289
3,spine:BRIM_1-RYEH_1,-747.8967583346634,-120.41703422022265,748.2994904577671
3,spine:BRIM_1-TOTT_1,573.4373774749204,67.82149042696666,-573.0335093883275
3,spine:BRLE_1-COWL_1,-53.27244339443145,10.66823358892421,53.28337014546073
3,spine:BRLE_1-FLEE_1,299.98880359207425,111.16048221072201,-299.8781722219471
3,spine:BRLE_1-MELK_1,-341.3496119267271,-151.31655114469496,341.9693757514233
3,spine:BRLE_1-MITY_1,-273.0041512647746,-131.72570903129298,273.3831961341937
3,spine:BRLE_1-NURS_1,-454.7706725301553,-70.98412127785527,455.4722354781598
3,spine:BROA_P-CEAN_P,-40.42455093686971,16.05064697551621,40.44859651579249
3,spine:BROA_P-DUGR_P,-3.029946576015105,-36.532938959264335,3.032735609989979
3,spine:BROA_P-FWIL_P,41.05437397122611,19.038915282828235,-41.02157605033946
3,spine:BROR_P-DUBE_P,10.73407154341766,-50.533481633983335,-10.726508411102593
3,spine:BROR_P-ELGI_P,-63.198881275068345,19.003669010622552,63.23483298510156
3,spine:BROR_P-LAIR_P,15.433316719641413,-17.74254429128644,-15.432127871014439
3,spine:BROR_P-NAIR_P,2.848854639173114,19.20306084802725,-2.8403571415746427
3,spine:BROR_P-SHIN_P,19.637933232158275,-1.0283110115476612,-19.635827371963135
3,spine:BROX-CURR,-42.917798679930655,46.31248207239576,42.923322287996356
3,spine:BROX-INKE,-70.55935392037777,-38.38502409411563,70.57154393661698
3,spine:BROX-LING,154.41638986720767,-72.41342636685013,-154.39708078044129
3,spine:BROX-SIGH,-57.738494783606065,61.101463508476975,57.74822288692162
3,spine:BRWA1-CARE_1,-179.65692765031162,-50.05405986266184,179.7468143542731
3,spine:BRWA1-MANN_1,189.37531185860894,78.58248622315556,-189.11581816568372
3,spine:BRWA1-MELK_1,252.54079613348927,85.4985350350439,-252.22346587454277
3,spine:BRWA1-SEAB1,-21.237023099547784,49.999883778399685,21.25836602200514
3,spine:BRWA1-TAUN1,-117.09689643480583,-91.69561718271127,117.11876480362453
3,spine:BUMU_P-COUA_P,-50.891908501311,-17.581295188134355,50.89951654081919
3,spine:BUMU_P-TUMB_P,-34.76246505109945,-93.53956587037435,34.8099212586223
3,spine:BURM_1-EASO_1,-85.33648085956075,0.7516959408938051,85.35813250599877
3,spine:BURM_1-NORM_1,-135.18029707289523,-37.88868223726753,135.2662727790914
3,spine:BURM_1-PELH_1,419.64220693377,3.3115691915424113,-419.176296112547
3,spine:BURM_1-WALP_1,-725.62343826542,34.531025972845576,727.3547344505647
3,spine:BUSH_1-PENN_1,88.19827587938171,-49.869820037812026,-88.17923812720473
3,spine:BUSH_1-RUGEB1,-451.76022842428284,85.22626987111896,452.4619622626836
3,spine:BUSH_1-WIEN_1,318.6853566466422,-58.87255042230408,-318.540138754817
3,spine:BUST_1-NECE_1,-23.952141532571563,-20.189963783314614,23.95353583252586
3,spine:BUST_1-OCKH_1,-174.81263697578973,2.4276252685342317,174.83827372306635
3,spine:CAAD_P-HUER,39.22260064175049,39.21269021517389,-39.19812961073204
3,spine:CAAD_P-PORA_P,-38.65009600869916,-39.08545361202246,38.66387090953317
3,spine:CAMB_01-DRAX_1,-1572.155560000553,-217.2960897765197,1572.3124826157625
3,spine:CAMB_01-FERRA2,716.9283190548861,-43.92150988272239,-716.3515772991667
3,spine:CAMB_01-KEAD_1,42.37189021177076,168.98502531031255,-42.324126292186136
3,spine:CAMB_01-THOM_6,786.9486911323092,90.33847393630172,-786.2466071932721
3,spine:CANTN1-KEMS_1,-164.7550119452398,12.550578999420086,164.80153748959606
3,spine:CANTN1-RICH1,1079.1905430670583,11.869406934842658,-1077.8626974358458
3,spine:CANTN1-SELL_1,-1030.3873172008118,-65.90351675366655,1031.9220551556305
3,spine:CAPEA1-CONQA1,452.3750894801275,4.269909950786621,-452.2512259108011
3,spine:CAPEA1-FROD_1,-480.2413693590972,3.361020852299407,480.4788450555134
3,spine:CAPEA1-LISD_1,-119.66200877455296,-9.515551531431747,119.67733310788442
3,spine:CARE_1-IMPK_1,-119.39668644566986,124.00656719913235,119.41580383522796
3,spine:CARE_1-UPPB_1,-27.557280441661884,-53.120485525156916,27.559705060700608
3,spine:CARR_1-FIDF_1,412.2454770267094,36.899126743063036,-412.02577013047835
3,spine:CARR_1-KEAR_1,101.6981048974731,40.61567385191069,-101.6734936075614
3,spine:CARR_1-SMAN_1,325.0765167138321,93.30492563990605,-324.9026315975764
3,spine:CASS_P-DOUN_P,4.062549053304338,-35.70817328956654,-4.061236666112262
3,spine:CASS_P-LAIR_P,-3.8006098319335124,34.660027893698576,3.806934963715336
3,spine:CATY-CHAS,97.7853375089805,-84.62551093616055,-97.7791062835551
3,spine:CATY-DALM3,33.83882587947611,50.083464184816066,-33.837647854963876
3,spine:CATY-EERH,-136.19043012940259,34.53452724458289,136.21272178971861
3,spine:CEAN_P-FASN_P,-13.322811254814015,-0.5435185164319585,13.323441532031923
3,spine:CEAN_P-FAUG_P,-153.89054169364385,48.506992005609696,153.93712793732567
3,spine:CEAN_P-FWIL_P,139.877194942077,8.080572518749578,-139.77597866770063
3,spine:CELL_1-CHTE_1,-334.02909723683024,-105.2666621677595,334.4175797043966
3,spine:CELL_1-LEGA_1,-532.7547589794873,-129.2287161841574,533.9958353627102
3,spine:CELL_1-MACC_3,-616.4411445120811,-51.034369070813455,618.1481824942404
3,spine:CELL_1-RUGEB1,794.1433052901863,-140.56644593198806,-792.729360115606
3,spine:CELL_1-SHRW_1,80.77760786379137,-59.545437251359836,-80.69453814503372
3,spine:CELL_1-WILL_1,436.3727851225038,-124.32491027883421,-435.82997938722553
3,spine:CHAP-DUMF,44.22953255173693,-474.2853306925829,-43.427537233784264
3,spine:CHAP-HARK_1,68.85217716130111,633.6581891470702,-68.3993787092104
3,spine:CHAP-HAWI,-127.65097990876629,-160.77289231093118,127.95791336239029
3,spine:CHAR_P-COUA_P,77.02120020080496,-30.947186139563755,-77.00693279454818
3,spine:CHAR_P-LYND_P,-179.10250491099654,-12.633545978676352,179.1099883415336
3,spine:CHAS-DALM3,-68.71654215268694,124.66931220534283,68.7242986111889
3,spine:CHAS-PORD,39.78467000966647,-67.61983871910151,-39.78278731380911
3,spine:CHAS-SANX,51.411482830721255,-60.1217837921571,-51.40992972265078
3,spine:CHAS-WGEO,52.59451612527387,-81.09741584084095,-52.59218416689026
3,spine:CHIC_1-MANN_1,155.5991759213609,-57.02981746064438,-155.52193813164217
3,spine:CHSI_1-WIMBN1,125.78927875092307,19.186406607647466,-125.75050457700155
3,spine:CHSI_1-WWEY_1,-204.94965824262158,-39.97158916633747,205.03350837545992
3,spine:CHTE_1-JORD_3,-912.8895792671196,-17.845879025368266,914.7087893631739
3,spine:CHTE_1-SBAR,124.05623644995546,-39.99623338977366,-124.01842492606387
3,spine:CHTE_1-STAY_1,-677.0480424068738,-41.163936851799676,678.18654410554
3,spine:CHTE_1-WILL_1,828.5299637686885,-19.142993370625305,-826.6465752848342
3,spine:CITR_1-HACK_1,-183.24785249488875,-29.940003058647356,183.27755037627708
3,spine:CITR_1-NEWX_6,-10.037572856795885,-17.60190011964932,10.037935273548355
3,spine:CITR_1-SJOW_1,-104.59266327956269,-60.555555797617714,104.60575785456317
3,spine:CITR_1-WHAM_1,-117.47449269133487,-36.51243069709551,117.49251654367625
3,spine:CLAC_P-DUNO_P,100.62616283879005,53.71532668076402,-100.56053687474054
3,spine:CLAC_P-SLOY_P,-2.669569995207005,33.15628314143208,2.671920178789919
3,spine:CLAY_P-CRAI_P,41.3321989797041,0.6061904717216557,-41.33141248466485
3,spine:CLAY_P-REDM_P,76.98630493765508,2.4254498042212607,-76.98343272408901
3,spine:CLAY_P-WIOW_P,-88.61156533429293,-4.721482009958184,88.61314531707353
3,spine:CLAY_P-WOHI_P,-37.19467597821114,-3.1574988014119567,37.19527994882759
3,spine:CLYM-DALM3,57.71779787796258,-124.84824691671987,-57.70792972583474
3,spine:CLYM-EERH,-121.5052589621892,-39.2358534083122,121.52285114305221
3,spine:CLYM-EKIL,58.66916902827533,-26.374808921879765,-58.666272857273306
3,spine:CLYM-STHA,-15.723607057867085,189.64936019468547,15.771831812865807
3,spine:COAT-CUMB,-173.63248343765747,-146.6210557491572,173.7111159940022
3,spine:COAT-EERH,62.985320660896136,-111.80008311021608,-62.97412237145112
3,spine:COAT-NEAR,-2.306079429296512,131.79279258716218,2.319072583826434
3,spine:COAT-STHA,94.31267710341548,125.18126742540754,-94.27060030259756
3,spine:COCK-DUNB,-260.5008442626819,321.1966362860947,261.11544051226286
3,spine:COCK-GALA,70.9770374095847,145.3661069227076,-70.7986697127169
3,spine:COCK-POOB,199.03280269423877,-254.45049717343323,-198.88826377236208
3,spine:COCK-RAVE,18.82530862485351,-300.35007379320797,-18.546522529348387
3,spine:CONQA1-LEGA_1,1049.3808045168892,85.0337937568586,-1047.8039185416894
3,spine:CONQA1-PENT_1,251.61210620651445,-34.28617791955961,-251.31912835993126
3,spine:COUA_P-TUMB_P,-12.214802205593356,-86.69053091809839,12.249423059153731
3,spine:COVE_1-ENDE_1,-611.4175761492045,113.08672375646856,611.9959863208668
3,spine:COVE_1-GREN_1,118.28222712625309,-15.251937038445467,-118.23133167610452
3,spine:COVE_1-HAMHC1,3.842397540639949,-15.604476258936362,-3.8423438720132936
3,spine:COWL_1-ECLA_1,-99.00770497459098,97.94798542058807,99.05339855162309
3,spine:COWL_1-FECK_6,-221.90440602741438,-54.440824281955635,222.16081840779998
3,spine:COWL_1-MITY_1,-298.0833944368177,-171.99123951880705,298.4839506147169
3,spine:COYL-DUMF,51.458584991350975,160.62308202525827,-51.11507552682851
3,spine:COYL-KILS,-63.58063382554992,-73.74067997452299,63.59846030769671
3,spine:CRAI_P-FIDD_P,109.30399242560644,4.231702617193625,-109.26408618139673
3,spine:CRAI_P-REDM_P,30.237555954989247,0.05238962871035591,-30.237003193385455
3,spine:CRAI_P-WOHI_P,-104.06597971072358,-5.878604470404866,104.0696496935884
3,spine:CREB_1-DRAX_1,346.64671837828,-53.32534670160635,-346.3521308187986
3,spine:CREB_1-KEAD_1,496.72097960170174,75.9296556304809,-496.2085390686869
3,spine:CREB_1-OSBA_1,85.38604434330861,-110.45635825232098,-85.26053761941746
3,spine:CREB_1-SALT_1,-1009.1887030692284,80.21047898761917,1010.0477774092095
3,spine:CROO-GIFF,5.009858744340578,60.08222854240205,-5.007289279445927
3,spine:CROO-GOVA,-9.521321458357622,10.25770027618159,9.521478222791918
3,spine:CROO-HAGR,-9.568090013292936,36.21005518009912,9.569016864592491
3,spine:CROO-PAIS,-2.4910389744447703,-107.97344277713698,2.4969197436353174
3,spine:CUMB-EERH,218.78126390006148,99.18968828316268,-218.69800007930405
3,spine:CUPA-DUDH_P,-171.59386563103163,-129.78365770378758,171.698222400273
3,spine:CUPA-GLRO,73.69432802888703,84.93235959999546,-73.66488675209307
3,spine:CUPA-LEVE,84.00621416214133,110.39285557992255,-83.9702972570269
3,spine:CURR-SIGH,-46.32079748254529,45.466188089298434,46.32265432162143
3,spine:DALM3-EKIL,13.463031029122707,54.9039625546057,-13.460161606954046
3,spine:DEVM-HELE,-65.84570201314676,-54.73772962771527,65.85717975650232
3,spine:DEVM-HUER,33.0034145058721,0.22932258349194143,-32.99952110121175
3,spine:DEVM-JOHN,84.35581861695611,113.10214243311864,-84.31203976003783
3,spine:DEVM-SPAV,-85.1581667269849,-104.4616136637474,85.17504160338359
3,spine:DEVM-STLE,25.764300183654903,45.8056328909401,-25.75981777211384
3,spine:DEVO-DUNF,-48.155955981249875,91.91604619519849,48.19135743150817
3,spine:DEVO-STIR,30.42905358284821,-41.05086014188299,-30.42612558841306
3,spine:DEWP-GORG,34.73160965504507,-103.35254974991659,-34.72823202730818
3,spine:DEWP-SHRU,-42.77726593547912,143.92204451724731,42.78517149019241
3,spine:DEWP-TELR,-8.867225753940044,-184.92383457881886,8.879803439656769
3,spine:DEWP-WHHO,-7.562043645756514,120.8497191584559,7.565851785410555
3,spine:DOUN_P-THSO_P,3.1797228454642363,1.716578381027968,-3.17962559792135
3,spine:DRAK_1-ENDE_1,361.5392380336391,-73.18231205851194,-361.2322409791843
3,spine:DRAK_1-HAMHC1,977.9375775507241,-181.6161930627423,-976.1778424646785
3,spine:DRAK_1-RUGEB1,-264.6366490293183,22.666891899694498,264.7186037947911
3,spine:DRAK_1-WILL_1,-1149.6645640511417,51.96741887353016,1150.6600387575988
3,spine:DRAX_1-KEAD_1,113.16971538331816,178.8333738715659,-113.1017037508022
3,spine:DRAX_1-OSBA_1,-143.11211151318037,-431.39143513425637,143.41434652147166
3,spine:DRCR-GRMO,-28.527143706621246,-81.40795281406864,28.539258032771592
3,spine:DRCR-LING,-137.2613527366605,67.9936660607315,137.28282124259835
3,spine:DRUM-KIER,-1.4480350278881478,81.09813033421256,1.4506943523312805
3,spine:DRUM-KILB,-13.638247146390562,-60.27589443431004,13.640218294785944
3,spine:DUBE_P-MYBS_P,11.970245548554741,-28.824373642360403,-11.968608929944985
3,spine:DUDH_P-GLAG_P,191.2217095460045,24.037096589146472,-191.20539211752856
3,spine:DUDH_P-MILC_P,-373.7137556416819,-148.34146515377319,373.7878054386455
3,spine:DUMF-LINM,-90.31835544352872,-132.6158838101468,90.52709041866409
3,spine:DUMF-TONG,181.49621569074017,-139.35277287684923,-181.23053631469236
3,spine:DUNB-ECCL,548.6244217030362,160.61874006787264,-547.9383926675824
3,spine:DUNB-GALA,216.5481180720271,-44.77589827817533,-216.24978429363284
3,spine:DUNF-GLNI,-78.56772145497538,19.060443744846403,78.57825651894318
3,spine:DUNF-GRMO,133.65983224905577,-22.29748044045376,-133.6146021013561
3,spine:DUNF-INKE,18.18452400610156,153.627668357688,-18.16256181215778
3,spine:DUNF-WFIE,-132.91190345974445,-48.02091594539273,132.94592825602598
3,spine:DUNO_P-PORA_P,-33.62045790669961,-53.50733096460355,33.631788516908365
3,spine:DUNO_P-SPAV,134.43578338342837,128.50165130267314,-134.3901778435632
3,spine:DYCE_P-KINT_P,174.03645292209947,65.04495609022408,-173.98278088706866
3,spine:DYCE_P-PEHS_P,-302.79629732581935,-38.8197971411093,303.2532364606831
3,spine:DYCE_P-PERS_P,259.0609065777264,15.759412365216274,-259.0105442748153
3,spine:DYCE_P-STRI_P,-143.58876548075153,-48.03144454816623,143.71053193355095
3,spine:EALI_6-NHYD_6,-345.8744048318527,-59.33520163041324,346.0476253873694
3,spine:EALI_6-WIMBN1,194.81705687980968,23.828439337934164,-194.74285336047745
3,spine:EALI_6-WISD_1,23.98479707297174,9.056437234821257,-23.98426122459853
3,spine:EASO_1-GREN_1,-440.4056037191272,36.52662965090949,440.77927733084846
3,spine:EASO_1-SUND_1,379.9159288891972,-10.672142435579293,-379.5985656526198
3,spine:EASO_1-WYMOM_1,598.7670012975078,1.591936514837751,-598.0181361218657
3,spine:ECCL-FOUR_1,160.233151087645,83.2441541219117,-159.83165241754352
3,spine:ECCL-GALA,52.04183573406011,-146.48267186483,-51.95018651556678
3,spine:ECLA_1-GREN_1,-475.38811497057844,53.30228552933398,475.94728295760814
3,spine:ECLA_1-SUND_1,290.1857134933314,34.41288863730595,-290.0299243612979
3,spine:EKIL-EKIS,3.457779603825956,147.56290097564099,-3.4411007514841883
3,spine:EKIL-GIFF,53.6339041881688,-114.06870575072767,-53.61914040251038
3,spine:EKIS-KILS,84.15040512209981,-53.25291075196821,-84.11812177305532
3,spine:EKIS-STHA,-85.94242578631068,203.92932924660565,85.97985085548272
3,spine:ELDE-ERSK,-27.431961627940883,-21.57392847486485,27.433067203066937
3,spine:ELDE-JOHN,-40.5949406611211,-105.7711447441084,40.59955140104508
3,spine:ELDE-KILT,57.273422371822946,27.373162903895743,-57.25609145485282
3,spine:ELDE-PAIS,1.7290455604788173,99.68531906338323,-1.7245086821902345
3,spine:ELGI_P-KEIT_P,-166.0046688962008,65.32384269074598,166.12112773058115
3,spine:ELGI_P-NAIR_P,103.03152289599507,-13.610877799132345,-102.98558651629715
3,spine:ELLA_1-KIRKB1,-324.35311881336577,-157.02004171565298,324.7807920128336
3,spine:ELLA_1-ROCH_1,107.19014141417101,-32.70243576458588,-107.13355676313041
3,spine:ELLA_1-STAL_1,258.61831368900556,3.564316396560252,-258.3133060107573
3,spine:ELLA_1-WMEL_1,-7.0118743007303586,-24.65866861738361,7.013613262868937
3,spine:ELST_1-MILH_1,568.5514029834177,70.81155196014089,-567.9391243503885
3,spine:ELST_1-SUND_1,-535.8142643299198,-57.177555041798435,536.4255438078619
3,spine:ELST_1-WATFS_1,168.65606484395715,-9.816734187950093,-168.63331866045093
3,spine:ELST_1-WYMOM_1,-363.58057177952145,-52.227908892882525,363.84433379037387
