settlement_period,datetime_utc,converged,status,objective_j,dof,chi_threshold,chi_passed,reduced_chi2,measurements_n,removed_n,removed_json,iterations,max_state_update,error
25,2026-06-23T11:00:00Z,True,Converged,149.66171344308668,317,359.5207249007415,True,0.47211896985200846,948,0,[],5,1.5378306002144065e-09,
26,2026-06-23T11:30:00Z,True,Converged,148.2078632577511,317,359.5207249007415,True,0.4675326916648299,948,0,[],5,1.2864470667703263e-09,
27,2026-06-23T12:00:00Z,True,Converged,161.8849608871996,317,359.5207249007415,True,0.5106781100542575,948,0,[],5,1.3415476204545963e-09,
28,2026-06-23T12:30:00Z,True,Converged,146.7232200622536,317,359.5207249007415,True,0.4628492746443331,948,0,[],5,1.5214435003752324e-09,
29,2026-06-23T13:00:00Z,True,Converged,149.4568615227725,317,359.5207249007415,True,0.471472749283194,948,0,[],5,1.1006175215650948e-09,
30,2026-06-23T13:30:00Z,True,Converged,154.97911261124307,317,359.5207249007415,True,0.48889309972000966,948,0,[],5,1.6662018604844389e-09,
31,2026-06-23T14:00:00Z,True,Converged,168.16772095180227,317,359.5207249007415,True,0.5304975424347075,948,0,[],5,2.9074603413055347e-09,
32,2026-06-23T14:30:00Z,True,Converged,163.1726863706429,317,359.5207249007415,True,0.5147403355540786,948,0,[],5,2.770629348020048e-09,
33,2026-06-23T15:00:00Z,True,Converged,154.11776752137465,317,359.5207249007415,True,0.48617592278036165,948,0,[],5,1.5979368879140149e-09,
34,2026-06-23T15:30:00Z,True,Converged,154.83993957320567,317,359.5207249007415,True,0.48845406805427655,948,0,[],5,1.908391887189862e-09,
35,2026-06-23T16:00:00Z,True,Converged,146.06152093882227,317,359.5207249007415,True,0.46076189570606396,948,0,[],5,1.003228301323895e-09,
36,2026-06-23T16:30:00Z,True,Converged,135.9384862151194,317,359.5207249007415,True,0.42882803222435145,948,0,[],5,7.982637327883249e-10,
37,2026-06-23T17:00:00Z,True,Converged,155.66300581588885,317,359.5207249007415,True,0.4910504915327724,948,0,[],5,5.734410139292417e-10,
38,2026-06-23T17:30:00Z,True,Converged,167.75563764524887,317,359.5207249007415,True,0.5291975950954223,948,0,[],5,4.830390323978049e-10,
39,2026-06-23T18:00:00Z,True,Converged,190.81879767683608,317,359.5207249007415,True,0.6019520431445933,948,0,[],5,4.841705489058962e-10,
40,2026-06-23T18:30:00Z,True,Converged,184.14195383857387,317,359.5207249007415,True,0.580889444285722,948,0,[],5,5.195843810710722e-10,
41,2026-06-23T19:00:00Z,True,Converged,166.8096201041186,317,359.5207249007415,True,0.526213312631289,948,0,[],5,7.951127307584698e-10,
42,2026-06-23T19:30:00Z,True,Converged,154.14267835670088,317,359.5207249007415,True,0.48625450585710056,948,0,[],5,8.24641240929653e-10,
43,2026-06-23T20:00:00Z,True,Converged,145.03365779589336,317,359.5207249007415,True,0.45751942522363837,948,0,[],5,1.0626308279379227e-09,
44,2026-06-23T20:30:00Z,True,Converged,133.0251578582157,317,359.5207249007415,True,0.4196377219502072,948,0,[],5,9.403504219962397e-10,
45,2026-06-23T21:00:00Z,True,Converged,135.50005474670976,317,359.5207249007415,True,0.4274449676552359,948,0,[],5,9.228585925138977e-10,
46,2026-06-23T21:30:00Z,True,Converged,130.93632996196249,317,359.5207249007415,True,0.41304835950145896,948,0,[],5,9.777100589979379e-10,
47,2026-06-23T22:00:00Z,True,Converged,125.29104042498282,317,359.5207249007415,True,0.3952398751576745,948,0,[],5,8.773410352919987e-10,
48,2026-06-23T22:30:00Z,True,Converged,120.74216718690484,317,359.5207249007415,True,0.3808901173088481,948,0,[],5,1.0353363421980746e-09,
