settlement_period,name,p_from_mw,q_from_mvar,p_to_mw
3,spine:ABHA1-ALVE1,-210.10322282788684,-29.843508385547107,210.2829723614104
3,spine:ABHA1-EXET1,74.90891944848114,73.11330923398458,-74.87212908334914
3,spine:ABHA1-LAND1,0.4576290513941257,-65.92912686441541,-0.45307545832775337
3,spine:ABNE_P-BUMU_P,94.52377473529143,-82.55157727293572,-94.4936403675344
3,spine:ABNE_P-CHAR_P,-212.77432824116863,-5.676946191323356,212.91822870457827
3,spine:ABNE_P-COUA_P,-41.22374098893106,-46.138529341705876,41.23440653995228
3,spine:ABNE_P-CUPA,-14.725015407407602,42.611736268762066,14.730961952422886
3,spine:ABNE_P-GLRO,155.33917589621655,83.27073443290453,-155.26448108149302
3,spine:ABTH_1-ALVE1,-203.4733397912441,-107.58101245813758,203.66452120016004
3,spine:ABTH_1-BRWA1,204.2504545129377,35.99023078933526,-204.13011139188532
3,spine:ABTH_1-CARE_1,54.05703567916493,50.90792969319573,-54.04783267279044
3,spine:ABTH_1-PYLE_1,-345.26820507196726,-31.42409329287637,345.4587609886444
3,spine:ABTH_1-TAUN1,144.4776136312075,2.131880319635011,-144.4173924539156
3,spine:ABTH_1-UPPB_1,8.319411377577813,20.586363909927073,-8.317835526224933
3,spine:ACTL_2-MILH_1,-127.77250051726008,-13.136106373295696,127.800827474865
3,spine:ACTL_2-WATFS_1,-380.6337016563538,-57.73285568654396,381.039758716597
3,spine:ACTL_2-WISD_1,317.2932125525998,26.844138732892137,-317.29063001646756
3,spine:ALNE_P-BEAU_P,109.3457416607578,62.328491824980105,-109.2730573577908
3,spine:ALNE_P-BROR_P,-54.47140692528956,-40.097476707574145,54.493877184648824
3,spine:ALNE_P-GRUB_P,72.12436166898387,-6.7943536654522765,-72.09839179746484
3,spine:ALNE_P-INNE_P,3.560010108136105,27.42562517837797,-3.5545400326034566
3,spine:ALNE_P-NAIR_P,-97.23836607999488,7.655807328669503,97.2797288879318
3,spine:ALNE_P-SHIN_P,-22.020396709513555,-52.05970675545537,22.029843808047783
3,spine:ALST_3-IMPK_1,162.2337371610393,-147.645373661014,-162.22299497035397
3,spine:ALST_3-SEAB1,520.844287741525,143.93737048028382,-520.4496977984529
3,spine:ALVE1-EXET1,291.42412405327497,27.554706731554695,-291.108765195586
3,spine:ALVE1-LAND1,221.17424879647416,-68.31172725070081,-220.9808621393491
3,spine:ALVE1-PEMB_1,-1103.4172944377412,18.897061290531887,1110.6359638568274
3,spine:ALVE1-PYLE_1,69.70173545075254,25.640540775015552,-69.66494545121473
3,spine:AMEM_1-BRLE_1,4.2199782256422775,-118.66550743712678,-4.193739074901615
3,spine:AMEM_1-COWL_1,-174.98881353433194,-99.68431714474306,175.0775611588019
3,spine:AMEM_1-ECLA_1,-424.6855117448915,-2.1892902002163837,425.08041711911204
3,spine:AMEM_1-IVER_1,611.2817912158307,115.52588795752263,-610.8465730769365
3,spine:AMEM_1-SUND_1,-293.10811782383126,34.72854465592297,293.2915707112273
3,spine:AMEM_1-WATFS_1,223.19200530877828,56.49350142767516,-223.02824372994422
3,spine:ARBR_P-BRID_P,-194.32986882749356,0.12362404447955333,194.4295455881256
3,spine:ARBR_P-LUNA_P,-180.7175395463272,-4.722168788599612,180.8053368224176
3,spine:ARBR_P-MILC_P,363.3936643920938,-3.322613864338664,-362.97592945618567
3,spine:ARDK_P-CLAC_P,62.92342262227051,60.80997373715877,-62.920755239928425
3,spine:ARDK_P-PORA_P,64.19773970976065,2.0962768347390344,-64.17374884059043
3,spine:ARDK_P-TAYN_P,-126.21317913358756,-62.58538510638476,126.27601028090116
3,spine:ARMO_P-DUGR_P,0.14674758163678744,0.2102924205572404,-0.14669598657890798
3,spine:AXMI1-CHIC_1,189.02796730543074,281.1990149698498,-188.74484590382013
3,spine:AXMI1-EXET1,-163.0549453767422,-178.52810223642936,163.16516434946726
3,spine:AXMI1-TAUN1,-76.22118722287912,-112.2787096198007,76.24938347804206
3,spine:AYRR-COYL,-39.47863362042986,59.77170697281213,39.48684868972394
3,spine:AYRR-KILS,-73.86737516974515,-8.24240430478587,73.88068148467931
3,spine:AYRR-KILT,-85.52849037668501,-27.84748389083199,85.54804151694536
3,spine:AYRR-MAYB,269.9665732555887,44.397146733713285,-269.8028673270941
3,spine:AYRR-SACO,-85.92863608132353,-68.81574330429612,85.97007770806118
3,spine:BAGA-DRCR,-184.18768193457734,5.881831330030785,184.21513010724772
3,spine:BAGA-GRMO,-123.60957013443878,-54.748885340203444,123.64094419350266
3,spine:BAGA-NEAR,290.3780431464791,45.78256049049104,-290.13118908544504
3,spine:BAIN-BONN,109.41964895877175,-77.57564149933994,-109.40421080130025
3,spine:BAIN-DEVO,-119.84396732795317,-44.01035040730775,119.87653971754249
3,spine:BAIN-GRMO,-0.10704944860417953,119.6542576191468,0.1173901117044518
3,spine:BARKC1-HURS_1,-0.940226883557514,-26.48355936557476,0.9412518594959398
3,spine:BARKC1-LITT_C,-150.61156311406003,-50.16705415780594,150.66074866494915
3,spine:BARKC1-REBR_3,69.18197878954054,40.60432861691335,-69.17160239269803
3,spine:BARKC1-WARL_1,-152.09573064267119,-38.73293821613333,152.15397681078684
3,spine:BARKC1-WHAM_1,197.99611382782777,64.6994966327187,-197.93726212791955
3,spine:BEAU_P-FASN_P,124.20539729835708,-89.79937634058088,-124.128665983172
3,spine:BEAU_P-GRUB_P,-28.284439484212253,-82.52164232050166,28.308747515287003
3,spine:BEAU_P-INNE_P,-206.98391767059664,-74.64842869423785,207.08855474388847
3,spine:BEDDT1-BEDD_1,43.26375735286591,3.6552182306174212,-43.260979379592534
3,spine:BEDDT1-HURS_1,-137.94020946114296,-51.798598388529236,137.99485359166266
3,spine:BEDDT1-NEWX_6,50.132101997117175,31.891147751566184,-50.12847524634433
3,spine:BEDDT1-WIMBN1,0.11944674610154618,5.147989136688659,-0.11935524774591295
3,spine:BEDD_1-CHSI_1,-114.05666076212073,-19.690999602400126,114.08928493363837
3,spine:BEDD_1-WIMBN1,-47.368683004229396,0.9554978062136236,47.37167357790817
3,spine:BERW-BLYTB1,29.627641164483315,32.65651651314235,-29.579360001165444
3,spine:BERW-DUNB,-115.48320011175852,-43.06239156009437,115.5675673020066
3,spine:BERW-ECCL,75.33190388155514,7.3325704300931545,-75.31408527758785
3,spine:BESW_1-COVE_1,-437.9617883808641,109.07139064004522,438.13316771806006
3,spine:BESW_1-ECLA_1,265.3142387122398,-41.262137091100286,-264.9949284284855
3,spine:BESW_1-FECK_6,326.5080884978365,-175.61958139283257,-326.26490501551035
3,spine:BESW_1-HAMHC1,-300.9250523843299,74.72336710876948,301.03314121034276
3,spine:BICF_1-GREN_1,748.1873761580814,-53.06352147660077,-745.1664379304228
3,spine:BICF_1-GRIW_1,-1623.6782432502832,56.48471114594091,1635.7198893417774
3,spine:BICF_1-STAY_1,-940.6519655063477,48.2186925411001,943.3066279119124
3,spine:BICF_1-WALP_1,906.3468352929949,-81.48393843978772,-904.4324506024759
3,spine:BIRK_1-CAPEA1,-7.408865202555466,-7.521180885710788,7.408911524369575
3,spine:BIRK_1-CONQA1,320.9229853267022,-26.23698512809182,-320.8213672777188
3,spine:BIRK_1-LISD_1,-234.3768877690294,16.73338817567923,234.41564116123837
